signal_date,buy_date,sell_date,portfolio_ret,benchmark_ret,excess_ret,n_stocks,top_stocks,cum_portfolio,cum_benchmark,cum_excess
2023-07-05,2023-07-06,2023-07-13,0.03481668077934452,0.011513587792274054,0.023303092987070468,10,"300058.SZ,688525.SH,688525.SH,300458.SZ,300458.SZ,601921.SH,301308.SZ,301308.SZ,300017.SZ,601928.SH",1.0348166807793446,1.011513587792274,1.0233030929870706
2023-07-12,2023-07-13,2023-07-20,-0.0637064148796718,-0.01927039650846954,-0.04443601837120226,10,"600602.SH,688525.SH,688525.SH,301308.SZ,301308.SZ,300474.SZ,300570.SZ,601921.SH,601333.SH,300458.SZ",0.9688922199892108,0.9920213198818124,0.977831577947789
2023-07-19,2023-07-20,2023-07-27,-0.03693287309467798,0.00658202708939902,-0.043514900184077,10,"688525.SH,688525.SH,603000.SH,600602.SH,300570.SZ,601333.SH,688629.SH,300058.SZ,688017.SH,601928.SH",0.9331082465859285,0.9985508310825358,0.9352813344365524
2023-07-26,2023-07-27,2023-08-03,0.04842457204348224,0.02041230972843582,0.02801226231504642,10,"688525.SH,688525.SH,600369.SH,002797.SZ,002500.SZ,600873.SH,002673.SZ,601198.SH,603568.SH,600655.SH",0.9782936140970961,1.0189335599261797,0.9614806805151558
2023-08-02,2023-08-03,2023-08-10,-0.007022778708803344,-0.009738110610741198,0.0027153319019378548,10,"300570.SZ,688629.SH,688525.SH,688525.SH,002281.SZ,688278.SH,300972.SZ,601156.SH,601990.SH,601990.SH",0.9714232745330568,1.0090110722146224,0.9640914196800556
2023-08-09,2023-08-10,2023-08-17,-0.009867274553865756,-0.026566773230965,0.016699498677099245,10,"002157.SZ,301308.SZ,301308.SZ,688578.SH,688578.SH,300570.SZ,688629.SH,688525.SH,688525.SH,600038.SH",0.9618379743752238,0.9822049038715637,0.9801912630676054
2023-08-16,2023-08-17,2023-08-24,-0.04746578564222709,-0.036243130967720784,-0.011222654674506304,10,"600602.SH,603000.SH,002945.SZ,688525.SH,688525.SH,603589.SH,300570.SZ,688469.SH,688469.SH,300677.SZ",0.9161835792609755,0.946606722903409,0.9691909150072294
2023-08-23,2023-08-24,2023-08-31,0.0747872139724099,0.020051615824043082,0.054735598148366815,10,"603000.SH,688525.SH,688525.SH,688629.SH,300570.SZ,000932.SZ,688617.SH,600329.SH,301308.SZ,301308.SZ",0.9847023966411744,0.9655877172475246,1.0222401594601132
2023-08-30,2023-08-31,2023-09-07,-0.03735451788125556,-0.004745684585421913,-0.032608833295833646,10,"603000.SH,688578.SH,688578.SH,688629.SH,300570.SZ,603605.SH,600536.SH,688017.SH,603606.SH,603606.SH",0.9479193133581265,0.9610053425019103,0.9889061005119719
2023-09-06,2023-09-07,2023-09-14,-0.026013264711955662,-0.0005910302553776776,-0.025422234456577986,10,"688629.SH,688347.SH,600536.SH,603486.SH,603529.SH,600970.SH,600563.SH,301498.SZ,603728.SH,600378.SH",0.9232608373341663,0.960437359268912,0.9637658977692163
2023-09-13,2023-09-14,2023-09-21,-0.01955726278163967,-0.017755750680421897,-0.001801512101217772,10,"301498.SZ,603486.SH,688099.SH,002281.SZ,002850.SZ,002945.SZ,600763.SH,600763.SH,300003.SZ,600095.SH",0.9052043825224253,0.9433840729735704,0.962029661841644
2023-09-20,2023-09-21,2023-09-28,0.12189322674261818,0.016845704418517855,0.10504752232410033,10,"603000.SH,002837.SZ,002837.SZ,600602.SH,688166.SH,688347.SH,300570.SZ,688099.SH,300058.SZ,600536.SH",1.0155426655696431,0.9592760422200207,1.0630884942204006
2023-09-27,2023-09-28,2023-10-13,0.008685402662289734,-0.005191468544282323,0.013876871206572057,10,"300570.SZ,688166.SH,300757.SZ,603606.SH,603606.SH,688629.SH,600602.SH,603000.SH,688361.SH,300751.SZ",1.0243630625408506,0.9542959908215518,1.0778408363358858
2023-10-12,2023-10-13,2023-10-20,-0.02434387582979264,-0.042986023175524975,0.018642147345732336,10,"688166.SH,688629.SH,002056.SZ,002850.SZ,300751.SZ,300751.SZ,688099.SH,600298.SH,600563.SH,603659.SH",0.99942609534173,0.913274601243786,1.0979341040221067
