date,stock_code,prediction,pred_rank
2023-07-05,002065.SZ,0.004346494,31
2023-07-05,002078.SZ,0.0020577975,103
2023-07-05,002080.SZ,-0.0023057861,335
2023-07-05,002126.SZ,-0.010760785,474
2023-07-05,002128.SZ,0.0014870055,129
2023-07-05,002130.SZ,0.0012895216,141
2023-07-05,002130.SZ,0.0012895216,141
2023-07-05,002131.SZ,0.0043617287,30
2023-07-05,002138.SZ,0.0011699286,146
2023-07-05,002152.SZ,-0.0017759138,320
2023-07-05,002153.SZ,0.0029962824,65
2023-07-05,002155.SZ,0.0016342313,122
2023-07-05,002156.SZ,0.0040692883,37
2023-07-05,002157.SZ,0.0021202601,101
2023-07-05,002185.SZ,0.0032401616,58
2023-07-05,002195.SZ,-0.0048783557,403
2023-07-05,002203.SZ,0.0019698509,108
2023-07-05,002223.SZ,-0.0067115207,442
2023-07-05,002244.SZ,-0.002665504,353
2023-07-05,002265.SZ,-0.0066995653,441
2023-07-05,002266.SZ,0.0011942689,145
2023-07-05,002271.SZ,0.00048197806,176
2023-07-05,002273.SZ,0.0028061236,71
2023-07-05,002281.SZ,-0.02842595,489
2023-07-05,002294.SZ,0.0011471146,147
2023-07-05,002299.SZ,-0.0007259731,257
2023-07-05,002312.SZ,-0.002149893,330
2023-07-05,002312.SZ,-0.002149893,330
2023-07-05,002335.SZ,-0.0020470603,325
2023-07-05,002335.SZ,-0.0020470603,325
2023-07-05,002340.SZ,0.0030167515,62
2023-07-05,002353.SZ,1.3530989e-06,216
2023-07-05,002372.SZ,-0.0007270777,258
2023-07-05,002385.SZ,0.0027638227,74
2023-07-05,002402.SZ,-0.0012104198,292
2023-07-05,002409.SZ,0.0020278415,106
2023-07-05,002423.SZ,0.0029548495,66
2023-07-05,002429.SZ,-0.0010858804,285
2023-07-05,002430.SZ,-0.0013314061,295
2023-07-05,002432.SZ,-0.007868472,457
2023-07-05,002439.SZ,-0.0013400698,296
2023-07-05,002444.SZ,-0.012658218,481
2023-07-05,002461.SZ,-0.0029495254,362
2023-07-05,002461.SZ,-0.0029495254,362
2023-07-05,002465.SZ,-0.003096992,367
2023-07-05,002500.SZ,0.0018575189,113
2023-07-05,002508.SZ,0.0054978095,19
2023-07-05,002532.SZ,-0.0015668253,308
2023-07-05,002532.SZ,-0.0015668253,308
2023-07-05,002583.SZ,0.0020353126,105
2023-07-05,002595.SZ,-0.004324852,390
2023-07-05,002607.SZ,0.0013816634,133
2023-07-05,002608.SZ,-0.003034853,366
2023-07-05,002670.SZ,0.001732469,118
2023-07-05,002673.SZ,0.0010333776,159
2023-07-05,002683.SZ,-0.00050327455,237
2023-07-05,002738.SZ,0.0029097868,69
2023-07-05,002739.SZ,-0.0014014698,301
2023-07-05,002756.SZ,-0.00035135046,228
2023-07-05,002773.SZ,-0.00082102645,262
2023-07-05,002773.SZ,-0.00082102645,262
2023-07-05,002797.SZ,0.00073808123,169
2023-07-05,002831.SZ,0.00015482405,209
2023-07-05,002837.SZ,0.0004529276,177
2023-07-05,002837.SZ,0.0004529276,177
2023-07-05,002850.SZ,-0.005158611,408
2023-07-05,002851.SZ,-0.009979335,471
2023-07-05,002851.SZ,-0.009979335,471
2023-07-05,002926.SZ,0.001746886,117
2023-07-05,002939.SZ,0.0018645624,112
2023-07-05,002945.SZ,-0.0009404313,272
2023-07-05,002958.SZ,0.00037678506,183
2023-07-05,002966.SZ,0.0020476722,104
2023-07-05,003021.SZ,-0.0077520222,455
2023-07-05,003021.SZ,-0.0077520222,455
2023-07-05,003022.SZ,-0.0026226994,350
2023-07-05,003035.SZ,-0.005790821,421
2023-07-05,300001.SZ,-0.0048216153,402
2023-07-05,300003.SZ,-0.012434711,480
2023-07-05,300017.SZ,0.010534834,9
2023-07-05,300024.SZ,-0.006074425,428
2023-07-05,300037.SZ,-0.0012354377,293
2023-07-05,300037.SZ,-0.0012354377,293
2023-07-05,300058.SZ,0.017068962,1
2023-07-05,300070.SZ,0.0019308785,109
2023-07-05,300073.SZ,-0.0042369403,387
2023-07-05,300100.SZ,-0.00790498,458
2023-07-05,300115.SZ,0.0044699586,28
2023-07-05,300115.SZ,0.0044699586,28
2023-07-05,300136.SZ,0.0040560765,39
2023-07-05,300140.SZ,-0.004135918,384
2023-07-05,300140.SZ,-0.004135918,384
2023-07-05,300142.SZ,-0.0011962912,290
2023-07-05,300142.SZ,-0.0011962912,290
2023-07-05,300144.SZ,-0.0006235046,247
2023-07-05,300144.SZ,-0.0006235046,247
2023-07-05,300146.SZ,0.0021258492,100
2023-07-05,300223.SZ,0.0013938543,132
2023-07-05,300285.SZ,-0.00070520927,255
2023-07-05,300339.SZ,0.005309739,20
2023-07-05,300339.SZ,0.005309739,20
2023-07-05,300346.SZ,-0.0008056327,260
2023-07-05,300346.SZ,-0.0008056327,260
2023-07-05,300373.SZ,0.00034594716,188
2023-07-05,300383.SZ,-0.0032914102,371
2023-07-05,300390.SZ,0.000944413,162
2023-07-05,300390.SZ,0.000944413,162
2023-07-05,300395.SZ,-0.0054192943,414
2023-07-05,300432.SZ,-0.0050514406,405
2023-07-05,300432.SZ,-0.0050514406,405
2023-07-05,300450.SZ,-0.0038623875,380
2023-07-05,300454.SZ,-0.0047742333,401
2023-07-05,300458.SZ,0.014114539,4
2023-07-05,300458.SZ,0.014114539,4
2023-07-05,300474.SZ,-0.0014325179,302
2023-07-05,300487.SZ,-0.004259582,388
2023-07-05,300496.SZ,0.00032722647,190
2023-07-05,300529.SZ,-0.0038562862,379
2023-07-05,300570.SZ,-0.0010115505,279
2023-07-05,300601.SZ,-0.0027925088,356
2023-07-05,300601.SZ,-0.0027925088,356
2023-07-05,300604.SZ,0.00015645823,207
2023-07-05,300604.SZ,0.00015645823,207
2023-07-05,300623.SZ,-0.0016657627,313
2023-07-05,300627.SZ,0.0015988783,123
2023-07-05,300676.SZ,0.00036815065,185
2023-07-05,300676.SZ,0.00036815065,185
2023-07-05,300677.SZ,-0.0008978373,266
2023-07-05,300677.SZ,-0.0008978373,266
2023-07-05,300679.SZ,0.0029437055,67
2023-07-05,300699.SZ,-0.0005476387,244
2023-07-05,300718.SZ,-0.022832036,488
2023-07-05,300724.SZ,-0.01237456,479
2023-07-05,300748.SZ,-0.0062091216,429
2023-07-05,300751.SZ,0.0014389475,130
2023-07-05,300751.SZ,0.0014389475,130
2023-07-05,300757.SZ,-0.00498879,404
2023-07-05,300857.SZ,-0.00049672404,236
2023-07-05,300919.SZ,0.0013231257,136
2023-07-05,300919.SZ,0.0013231257,136
2023-07-05,300957.SZ,-0.0024959338,346
2023-07-05,300957.SZ,-0.0024959338,346
2023-07-05,300972.SZ,-0.0016548526,312
2023-07-05,301200.SZ,0.0006434904,174
2023-07-05,301301.SZ,-0.00026634432,223
2023-07-05,301301.SZ,-0.00026634432,223
2023-07-05,301308.SZ,0.011191343,7
2023-07-05,301308.SZ,0.011191343,7
2023-07-05,301358.SZ,-0.0026411666,351
2023-07-05,600004.SH,-0.0056003695,416
2023-07-05,600004.SH,-0.0056003695,416
2023-07-05,600007.SH,-0.0016198463,310
2023-07-05,600008.SH,-0.00013749395,222
2023-07-05,600021.SH,-0.000102219434,221
2023-07-05,600032.SH,-0.006540641,435
2023-07-05,600038.SH,-0.002033569,324
2023-07-05,600060.SH,-0.005461981,415
2023-07-05,600062.SH,-0.0035239514,374
2023-07-05,600095.SH,-0.0036025539,376
2023-07-05,600118.SH,-0.00038603653,231
2023-07-05,600126.SH,0.0032631382,57
2023-07-05,600131.SH,-0.004505563,397
2023-07-05,600132.SH,0.0009433501,164
2023-07-05,600132.SH,0.0009433501,164
2023-07-05,600141.SH,-0.00040525373,233
2023-07-05,600143.SH,0.0030167515,62
2023-07-05,600143.SH,0.0030167515,62
2023-07-05,600153.SH,-0.008852606,465
2023-07-05,600157.SH,0.000104924264,212
2023-07-05,600166.SH,0.0023569008,93
2023-07-05,600170.SH,0.002651793,78
2023-07-05,600171.SH,-0.00093572796,271
2023-07-05,600177.SH,0.0038629374,43
2023-07-05,600208.SH,-0.00045127523,235
2023-07-05,600282.SH,0.0026753324,77
2023-07-05,600295.SH,-0.002466996,342
2023-07-05,600298.SH,-0.011560579,477
2023-07-05,600299.SH,-0.00089677173,265
2023-07-05,600312.SH,-0.004724704,400
2023-07-05,600316.SH,-0.0017239918,319
2023-07-05,600329.SH,-0.0033320836,373
2023-07-05,600332.SH,-0.0025301634,348
2023-07-05,600339.SH,0.0019927185,107
2023-07-05,600348.SH,0.00016527885,206
2023-07-05,600352.SH,0.0018496205,114
2023-07-05,600363.SH,-0.0052843834,409
2023-07-05,600369.SH,0.003833174,45
2023-07-05,600378.SH,-0.000856998,264
2023-07-05,600380.SH,-0.0110403495,476
2023-07-05,600390.SH,0.0016758766,120
2023-07-05,600392.SH,0.004084594,35
2023-07-05,600398.SH,0.0012449675,143
2023-07-05,600435.SH,-0.0010778056,283
2023-07-05,600483.SH,-0.013446953,483
2023-07-05,600483.SH,-0.013446953,483
2023-07-05,600486.SH,-0.0035934174,375
2023-07-05,600487.SH,0.0016797704,119
2023-07-05,600497.SH,0.00650649,13
2023-07-05,600498.SH,0.000106346764,211
2023-07-05,600499.SH,0.0027791138,72
2023-07-05,600499.SH,0.0027791138,72
2023-07-05,600511.SH,-0.0016824215,314
2023-07-05,600516.SH,0.00031341685,192
2023-07-05,600517.SH,-0.0015078725,304
2023-07-05,600521.SH,-0.002052524,327
2023-07-05,600528.SH,-0.00065410277,253
2023-07-05,600535.SH,-0.0022308396,333
2023-07-05,600536.SH,-0.0067143855,443
2023-07-05,600546.SH,-0.0013643426,297
2023-07-05,600549.SH,0.00760769,12
2023-07-05,600562.SH,-0.0011294376,289
2023-07-05,600563.SH,0.00034982787,187
2023-07-05,600566.SH,-0.0010571472,280
2023-07-05,600578.SH,-0.00058378256,245
2023-07-05,600580.SH,-0.0071015684,449
2023-07-05,600582.SH,-0.00066753046,254
2023-07-05,600583.SH,0.0025165682,84
2023-07-05,600583.SH,0.0025165682,84
2023-07-05,600598.SH,0.0055231666,18
2023-07-05,600601.SH,0.005929024,15
2023-07-05,600602.SH,-0.0044374396,394
2023-07-05,600606.SH,0.0042124437,33
2023-07-05,600637.SH,-0.0011266862,288
2023-07-05,600642.SH,-0.0010048107,278
2023-07-05,600655.SH,0.0034885427,54
2023-07-05,600663.SH,0.0052220295,23
2023-07-05,600673.SH,-0.0026173794,349
2023-07-05,600699.SH,0.0034686003,55
2023-07-05,600704.SH,0.0015858122,126
2023-07-05,600707.SH,0.0050477963,27
2023-07-05,600720.SH,0.0031656467,60
2023-07-05,600737.SH,0.005067334,26
2023-07-05,600739.SH,0.004148755,34
2023-07-05,600754.SH,0.0026104955,80
2023-07-05,600754.SH,0.0026104955,80
2023-07-05,600763.SH,-0.0017027281,316
2023-07-05,600763.SH,-0.0017027281,316
2023-07-05,600764.SH,-0.005323742,410
2023-07-05,600765.SH,-0.0066718752,438
2023-07-05,600801.SH,-0.00064321054,252
2023-07-05,600808.SH,0.00090561225,166
2023-07-05,600816.SH,-0.005891832,423
2023-07-05,600816.SH,-0.005891832,423
2023-07-05,600820.SH,0.0025755796,82
2023-07-05,600862.SH,-0.0066718752,438
2023-07-05,600863.SH,0.0015873448,125
2023-07-05,600871.SH,0.0023613654,92
2023-07-05,600873.SH,0.001346207,134
2023-07-05,600879.SH,-0.0024791001,343
2023-07-05,600884.SH,0.00038715033,181
2023-07-05,600884.SH,0.00038715033,181
2023-07-05,600885.SH,-0.006343472,433
2023-07-05,600901.SH,0.0027182174,75
2023-07-05,600906.SH,0.00026676347,197
2023-07-05,600909.SH,0.002361675,91
2023-07-05,600927.SH,-0.0010650816,281
2023-07-05,600927.SH,-0.0010650816,281
2023-07-05,600959.SH,0.0018809644,111
2023-07-05,600967.SH,-0.005391771,413
2023-07-05,600968.SH,0.0025386526,83
2023-07-05,600970.SH,-0.002930878,361
2023-07-05,600977.SH,0.0008627525,167
2023-07-05,600977.SH,0.0008627525,167
2023-07-05,600985.SH,-0.0006235046,247
2023-07-05,600988.SH,-0.005097092,407
2023-07-05,600995.SH,-0.0017150945,318
2023-07-05,600998.SH,-0.0009280631,269
2023-07-05,601000.SH,0.004079047,36
2023-07-05,601001.SH,0.00030924793,193
2023-07-05,601016.SH,-0.0004242314,234
2023-07-05,601019.SH,0.0010486615,157
2023-07-05,601019.SH,0.0010486615,157
2023-07-05,601098.SH,-0.0014633957,303
2023-07-05,601106.SH,-0.000541418,243
2023-07-05,601108.SH,0.00026016575,198
2023-07-05,601108.SH,0.00026016575,198
2023-07-05,601118.SH,0.0039783497,40
2023-07-05,601118.SH,0.0039783497,40
2023-07-05,601128.SH,0.003628769,50
2023-07-05,601139.SH,-0.0032057324,368
2023-07-05,601139.SH,-0.0032057324,368
2023-07-05,601156.SH,-0.001566489,307
2023-07-05,601168.SH,0.002279221,97
2023-07-05,601179.SH,-0.0010839212,284
2023-07-05,601198.SH,0.0021517402,98
2023-07-05,601212.SH,0.0031093075,61
2023-07-05,601216.SH,0.0023940078,89
2023-07-05,601216.SH,0.0023940078,89
2023-07-05,601228.SH,0.0021034835,102
2023-07-05,601233.SH,0.00028938137,194
2023-07-05,601233.SH,0.00028938137,194
2023-07-05,601333.SH,0.005535384,17
2023-07-05,601399.SH,0.00044140464,179
2023-07-05,601555.SH,0.0026404255,79
2023-07-05,601567.SH,4.063848e-06,215
2023-07-05,601577.SH,0.00070667645,171
2023-07-05,601598.SH,0.0015278175,127
2023-07-05,601608.SH,-0.0033191047,372
2023-07-05,601611.SH,-0.00052853953,240
2023-07-05,601615.SH,-0.002134608,329
2023-07-05,601665.SH,0.003833174,45
2023-07-05,601666.SH,-0.0007080947,256
2023-07-05,601699.SH,-4.5788718e-05,219
2023-07-05,601717.SH,-0.0022856619,334
2023-07-05,601799.SH,-0.006683672,440
2023-07-05,601865.SH,-0.009206662,469
2023-07-05,601866.SH,-0.00094434933,275
2023-07-05,601880.SH,0.0006843357,173
2023-07-05,601918.SH,0.0006166578,175
2023-07-05,601921.SH,0.011458122,6
2023-07-05,601928.SH,0.010314042,10
2023-07-05,601958.SH,0.003878092,42
2023-07-05,601965.SH,-0.0007720323,259
2023-07-05,601966.SH,-0.0046795593,399
2023-07-05,601990.SH,-0.0009433506,273
2023-07-05,601990.SH,-0.0009433506,273
2023-07-05,601997.SH,0.003833174,45
2023-07-05,603000.SH,-0.007925473,459
2023-07-05,603077.SH,0.0007252036,170
2023-07-05,603087.SH,-0.0067707715,444
2023-07-05,603087.SH,-0.0067707715,444
2023-07-05,603129.SH,0.0010870248,155
2023-07-05,603160.SH,0.0022917418,96
2023-07-05,603179.SH,-0.0059422185,425
2023-07-05,603179.SH,-0.0059422185,425
2023-07-05,603225.SH,0.0023569008,93
2023-07-05,603228.SH,0.001299521,138
2023-07-05,603233.SH,-0.00061391346,246
2023-07-05,603290.SH,-0.0013987911,299
2023-07-05,603290.SH,-0.0013987911,299
2023-07-05,603298.SH,-0.013428037,482
2023-07-05,603338.SH,-0.0072654495,451
2023-07-05,603345.SH,-0.0075392504,454
2023-07-05,603379.SH,-4.201172e-05,218
2023-07-05,603444.SH,-0.0039497213,381
2023-07-05,603444.SH,-0.0039497213,381
2023-07-05,603486.SH,-0.008933346,467
2023-07-05,603529.SH,-0.00091505266,268
2023-07-05,603565.SH,0.0025055916,86
2023-07-05,603568.SH,-0.0024858078,344
2023-07-05,603589.SH,-0.00583744,422
2023-07-05,603596.SH,-0.014176121,486
2023-07-05,603596.SH,-0.014176121,486
2023-07-05,603605.SH,-0.004314909,389
2023-07-05,603606.SH,-0.004356459,391
2023-07-05,603606.SH,-0.004356459,391
2023-07-05,603650.SH,-0.0020249593,323
2023-07-05,603659.SH,-0.0069737644,448
2023-07-05,603688.SH,-0.0029617331,364
2023-07-05,603699.SH,-0.007446089,452
2023-07-05,603728.SH,-0.009337303,470
2023-07-05,603737.SH,-0.007483181,453
2023-07-05,603766.SH,-0.0032176878,370
2023-07-05,603786.SH,-0.0121555,478
2023-07-05,603806.SH,-0.01097207,475
2023-07-05,603816.SH,-0.0027641838,355
2023-07-05,603833.SH,-0.00092822296,270
2023-07-05,603858.SH,-0.0009576813,277
2023-07-05,603885.SH,0.0017493146,116
2023-07-05,603899.SH,-0.0019322335,321
2023-07-05,603899.SH,-0.0019322335,321
2023-07-05,603927.SH,-0.0024179628,341
2023-07-05,603939.SH,6.32279e-05,213
2023-07-05,603939.SH,6.32279e-05,213
2023-07-05,603979.SH,0.00094932574,161
2023-07-05,605358.SH,-0.003630442,378
2023-07-05,688002.SH,-9.874035e-05,220
2023-07-05,688017.SH,-0.0083105555,460
2023-07-05,688018.SH,0.008035475,11
2023-07-05,688019.SH,0.0021325336,99
2023-07-05,688027.SH,-0.010140605,473
2023-07-05,688037.SH,-0.00029665057,227
2023-07-05,688052.SH,0.00032248022,191
2023-07-05,688065.SH,-0.0066138464,436
2023-07-05,688065.SH,-0.0066138464,436
2023-07-05,688099.SH,0.0011455134,148
2023-07-05,688100.SH,0.0015134384,128
2023-07-05,688114.SH,-0.01354346,485
2023-07-05,688120.SH,-0.003606464,377
2023-07-05,688122.SH,-0.0056732944,419
2023-07-05,688122.SH,-0.0056732944,419
2023-07-05,688166.SH,0.001345855,135
2023-07-05,688172.SH,0.0051247184,25
2023-07-05,688180.SH,-0.0028021242,358
2023-07-05,688180.SH,-0.0028021242,358
2023-07-05,688183.SH,-0.0016355717,311
2023-07-05,688188.SH,-0.0088614,466
2023-07-05,688192.SH,-0.0028633587,360
2023-07-05,688213.SH,0.001098161,153
2023-07-05,688213.SH,0.001098161,153
2023-07-05,688220.SH,0.0034537883,56
2023-07-05,688234.SH,-0.008621166,463
2023-07-05,688235.SH,0.00028347614,196
2023-07-05,688248.SH,-0.0044738795,395
2023-07-05,688266.SH,-0.000509999,238
2023-07-05,688278.SH,0.00013147485,210
2023-07-05,688281.SH,-0.008673466,464
2023-07-05,688295.SH,-0.004196331,386
2023-07-05,688297.SH,-0.0053486894,411
2023-07-05,688297.SH,-0.0053486894,411
2023-07-05,688349.SH,-0.00053789286,241
2023-07-05,688349.SH,-0.00053789286,241
2023-07-05,688361.SH,0.0015950451,124
2023-07-05,688363.SH,-0.00110961,287
2023-07-05,688375.SH,0.0012983641,139
2023-07-05,688375.SH,0.0012983641,139
2023-07-05,688385.SH,-0.0030056543,365
2023-07-05,688387.SH,-0.008368218,461
2023-07-05,688387.SH,-0.008368218,461
2023-07-05,688425.SH,-0.00895298,468
2023-07-05,688469.SH,-0.0062437165,430
2023-07-05,688469.SH,-0.0062437165,430
2023-07-05,688475.SH,0.00020916182,201
2023-07-05,688475.SH,0.00020916182,201
2023-07-05,688520.SH,-0.0006309247,251
2023-07-05,688525.SH,0.015961785,2
2023-07-05,688525.SH,0.015961785,2
2023-07-05,688538.SH,0.0052117324,24
2023-07-05,688561.SH,-0.004379848,393
2023-07-05,688578.SH,-0.0015369455,305
2023-07-05,688578.SH,-0.0015369455,305
2023-07-05,688599.SH,-0.0003760289,229
2023-07-05,688617.SH,-0.0044748564,396
2023-07-05,688629.SH,-0.0026647868,352
2023-07-05,688676.SH,0.0010045657,160
2023-07-05,688728.SH,0.002692333,76
2023-07-05,688772.SH,-0.0023187865,336
2023-07-05,688777.SH,-0.006060033,427
2023-07-05,688778.SH,0.004066491,38
2023-07-05,688819.SH,-0.0068855123,446
2023-07-05,688819.SH,-0.0068855123,446
2023-07-12,000009.SZ,0.0047058305,55
2023-07-12,000021.SZ,0.005665498,33
2023-07-12,000027.SZ,-0.0004336403,290
2023-07-12,000039.SZ,-0.00024606346,280
2023-07-12,000050.SZ,0.0032248315,94
2023-07-12,000060.SZ,-0.00021694262,276
2023-07-12,000088.SZ,-5.9133345e-05,266
2023-07-12,000088.SZ,-5.9133345e-05,266
2023-07-12,000155.SZ,0.0016899043,155
2023-07-12,000400.SZ,0.00016392875,242
2023-07-12,000423.SZ,-0.004069699,419
2023-07-12,000513.SZ,0.002399229,124
2023-07-12,000519.SZ,-0.00013577413,272
2023-07-12,000537.SZ,-0.007924702,466
2023-07-12,000559.SZ,-0.0018686345,375
2023-07-12,000563.SZ,0.0016171568,158
2023-07-12,000582.SZ,-0.0019413173,381
2023-07-12,000591.SZ,0.00012953396,248
2023-07-12,000598.SZ,-0.0006014025,306
2023-07-12,000623.SZ,-0.0012669187,332
2023-07-12,000629.SZ,0.002722691,104
2023-07-12,000657.SZ,0.002775184,103
2023-07-12,000683.SZ,0.0025964775,112
2023-07-12,000703.SZ,-0.00018424245,274
2023-07-12,000709.SZ,4.5192857e-05,256
2023-07-12,000728.SZ,0.0024045052,123
2023-07-12,000729.SZ,0.0041813836,70
2023-07-12,000738.SZ,0.0005841868,212
2023-07-12,000739.SZ,1.1173552e-05,262
2023-07-12,000750.SZ,0.0006425409,209
2023-07-12,000783.SZ,0.002691455,107
2023-07-12,000783.SZ,0.002691455,107
2023-07-12,000785.SZ,0.00528052,39
2023-07-12,000825.SZ,0.00083603855,196
2023-07-12,000830.SZ,0.0018611022,147
2023-07-12,000878.SZ,0.00056806015,214
2023-07-12,000887.SZ,-0.0061625075,441
2023-07-12,000893.SZ,-0.0027968257,402
2023-07-12,000898.SZ,0.000461793,221
2023-07-12,000932.SZ,0.004331854,67
2023-07-12,000933.SZ,-0.002588066,399
2023-07-12,000937.SZ,-7.8210505e-05,268
2023-07-12,000951.SZ,-0.010914921,480
2023-07-12,000951.SZ,-0.010914921,480
2023-07-12,000958.SZ,0.00015743924,243
2023-07-12,000960.SZ,-0.0061312625,439
2023-07-12,000967.SZ,0.0020226284,141
2023-07-12,000987.SZ,-0.0024910602,398
2023-07-12,000997.SZ,0.0037960731,85
2023-07-12,001213.SZ,-0.0013505759,343
2023-07-12,001696.SZ,-0.0035237554,416
2023-07-12,002007.SZ,0.002101109,134
2023-07-12,002007.SZ,0.002101109,134
2023-07-12,002008.SZ,-0.006405242,445
2023-07-12,002025.SZ,0.0013051387,166
2023-07-12,002032.SZ,-0.006811334,457
2023-07-12,002056.SZ,0.0018733897,146
2023-07-12,002065.SZ,0.0027947268,101
2023-07-12,002065.SZ,0.0027947268,101
2023-07-12,002078.SZ,0.0012401673,169
2023-07-12,002080.SZ,0.0004138237,224
2023-07-12,002126.SZ,-0.01464029,483
2023-07-12,002128.SZ,-0.0005684523,299
2023-07-12,002130.SZ,0.0038394115,80
2023-07-12,002130.SZ,0.0038394115,80
2023-07-12,002131.SZ,0.004288095,69
2023-07-12,002138.SZ,-0.006846172,458
2023-07-12,002152.SZ,0.0024893275,117
2023-07-12,002153.SZ,0.007941037,20
2023-07-12,002155.SZ,-0.00019175473,275
2023-07-12,002156.SZ,0.0050451043,43
2023-07-12,002157.SZ,0.0039302474,75
2023-07-12,002185.SZ,0.0018010442,150
2023-07-12,002195.SZ,0.0047799516,51
2023-07-12,002203.SZ,-0.0020995166,383
2023-07-12,002223.SZ,-0.0017108119,366
2023-07-12,002244.SZ,-0.0005035635,296
2023-07-12,002265.SZ,-0.0026944366,400
2023-07-12,002266.SZ,0.0028633822,98
2023-07-12,002271.SZ,0.004533255,62
2023-07-12,002273.SZ,0.004458162,63
2023-07-12,002281.SZ,-3.8107624e-05,265
2023-07-12,002294.SZ,-0.001754033,369
2023-07-12,002299.SZ,0.0005810225,213
2023-07-12,002312.SZ,0.0010317207,182
2023-07-12,002312.SZ,0.0010317207,182
2023-07-12,002335.SZ,-0.0023057132,388
2023-07-12,002335.SZ,-0.0023057132,388
2023-07-12,002340.SZ,0.0001793653,240
2023-07-12,002353.SZ,-0.0006010658,305
2023-07-12,002372.SZ,0.0013843956,161
2023-07-12,002385.SZ,0.0005527164,216
2023-07-12,002402.SZ,-0.0031318995,412
2023-07-12,002409.SZ,-0.0030647167,409
2023-07-12,002423.SZ,0.002058767,139
2023-07-12,002429.SZ,-0.00071673654,315
2023-07-12,002430.SZ,-0.0010252405,323
2023-07-12,002432.SZ,-0.0005873378,301
2023-07-12,002439.SZ,0.00694567,24
2023-07-12,002444.SZ,-0.022164645,487
2023-07-12,002461.SZ,0.0041485447,71
2023-07-12,002461.SZ,0.0041485447,71
2023-07-12,002465.SZ,0.0031160968,95
2023-07-12,002500.SZ,0.0022016286,131
2023-07-12,002508.SZ,-0.001430607,348
2023-07-12,002532.SZ,0.00024592225,231
2023-07-12,002532.SZ,0.00024592225,231
2023-07-12,002583.SZ,0.0037982643,84
2023-07-12,002595.SZ,0.0019980136,144
2023-07-12,002607.SZ,0.0020152065,142
2023-07-12,002608.SZ,-0.004784352,429
2023-07-12,002670.SZ,0.0011183273,177
2023-07-12,002673.SZ,0.0008791034,192
2023-07-12,002683.SZ,-0.0010252405,323
2023-07-12,002738.SZ,0.0029513377,96
2023-07-12,002739.SZ,-0.007915346,465
2023-07-12,002756.SZ,-0.00011821913,271
2023-07-12,002773.SZ,-0.0007144105,313
2023-07-12,002773.SZ,-0.0007144105,313
2023-07-12,002797.SZ,0.00020155376,236
2023-07-12,002831.SZ,-0.0049398458,431
2023-07-12,002837.SZ,0.00068125816,207
