signal_date,buy_date,sell_date,portfolio_ret,benchmark_ret,excess_ret,n_stocks,top_stocks,cum_portfolio,cum_benchmark,cum_excess
2023-07-05,2023-07-06,2023-07-13,-0.02534758665372463,0.01243431568133906,-0.03778190233506369,10,"300058.SZ,601360.SH,688256.SH,688472.SH,603728.SH,600497.SH,688525.SH,300124.SZ,300418.SZ,600111.SH",0.9746524133462754,1.0124343156813391,0.9622180976649363
2023-07-12,2023-07-13,2023-07-20,-0.03374422692225364,-0.017306008591125334,-0.016438218331128303,10,"688256.SH,600602.SH,688525.SH,300418.SZ,603019.SH,603019.SH,603786.SH,300474.SZ,300394.SZ,300394.SZ",0.9417635211399965,0.9949131187162078,0.946400946493357
2023-07-19,2023-07-20,2023-07-27,-0.02335407291059216,0.008721095595407003,-0.03207516850599916,10,"300502.SZ,300394.SZ,300394.SZ,300570.SZ,688525.SH,603160.SH,600602.SH,688256.SH,300628.SZ,000977.SZ",0.9197695072027571,1.0035898511336563,0.9160449766603456
2023-07-26,2023-07-27,2023-08-03,0.07185146041345152,0.023993495874383448,0.04785796453906807,10,"002244.SZ,000959.SZ,600177.SH,601880.SH,601825.SH,601825.SH,000825.SZ,002500.SZ,600369.SH,600606.SH",0.9858562895390357,1.0276694800864048,0.9598850246695477
2023-08-02,2023-08-03,2023-08-10,-0.006863275513074994,-0.008188871983635547,0.0013255964705605524,10,"300570.SZ,688256.SH,300502.SZ,688525.SH,300033.SZ,605117.SH,002939.SZ,601990.SH,300972.SZ,300972.SZ",0.9790900862076315,1.019254026272488,0.9611574448703936
2023-08-09,2023-08-10,2023-08-17,0.01372180420618293,-0.0291269959513566,0.04284880015753953,10,"601136.SH,000858.SZ,600900.SH,300033.SZ,300308.SZ,600602.SH,600025.SH,000703.SZ,000034.SZ,000100.SZ",0.9925249686707873,0.9895662183758454,1.0023418881455763
2023-08-16,2023-08-17,2023-08-24,-0.035038968018953384,-0.03432436256586152,-0.0007146054530918627,10,"601136.SH,601059.SH,603000.SH,601138.SH,600602.SH,600906.SH,600906.SH,300442.SZ,300442.SZ,003816.SZ",0.957747918035519,0.9555999887133843,1.001625609166445
2023-08-23,2023-08-24,2023-08-31,0.035241233666778025,0.01726353229590018,0.017977701370877845,10,"601059.SH,600602.SH,300502.SZ,002945.SZ,601136.SH,688525.SH,300442.SZ,300442.SZ,002670.SZ,603000.SH",0.9915001362088788,0.9720970199804997,1.0196325352534632
2023-08-30,2023-08-31,2023-09-07,-0.06253250733023032,-0.004030759139987115,-0.0585017481902432,10,"688578.SH,600536.SH,002410.SZ,000977.SZ,605117.SH,300570.SZ,300394.SZ,300394.SZ,300308.SZ,603000.SH",0.9294991466734728,0.968178731032259,0.9599822494294858
2023-09-06,2023-09-07,2023-09-14,-0.027853280305764068,-0.0012115711814809276,-0.02664170912428314,10,"301236.SZ,301498.SZ,600039.SH,688361.SH,603799.SH,600536.SH,600763.SH,600763.SH,601136.SH,688578.SH",0.903609546397208,0.9670057135832175,0.9344066815757105
