factor,IC,ICIR,RankIC,RankICIR,IC_positive,n_days,abs_ICIR
hist_vol_60d,0.016445685240715956,0.05703831231958735,-0.03719043299656824,-0.13824023656806939,0.5022556390977444,665,0.05703831231958735
cci_14,0.008943382146730437,0.05467476079589102,-0.001868772940268482,-0.010477861954615407,0.5323033707865169,712,0.05467476079589102
momentum_5d,0.01004728876639733,0.05459827890213625,-0.0034850044915410525,-0.018673693973654502,0.5222222222222223,720,0.05459827890213625
ret_5d,0.01004728876639733,0.05459827890213625,-0.0034850044915410525,-0.018673693973654502,0.5222222222222223,720,0.05459827890213625
kdj_k,0.008851272995957485,0.054145093477962876,0.002370046330005346,0.013167290234380107,0.5385694249649369,713,0.054145093477962876
amplitude_5d,0.011821598409495851,0.052765151847364425,-0.03915641495583462,-0.19246654747753444,0.5270457697642164,721,0.052765151847364425
kdj_d,0.00825584645104789,0.05078907862719672,0.0020969901728480327,0.01168540877071974,0.5287517531556802,713,0.05078907862719672
ma_bull_score,0.00753588793821067,0.04498756464594598,-0.00231140449223533,-0.012612510055369161,0.5242718446601942,721,0.04498756464594598
lower_shadow_ratio,-0.00554012626423171,-0.04482905521824998,-0.0011950666424769979,-0.009002611089660809,0.48137931034482756,725,0.04482905521824998
ma20_bias,0.009125114543378042,0.04449245367495668,-0.011618487840108261,-0.059417788514516234,0.5439093484419264,706,0.04449245367495668
ma10_bias,0.008453185696714145,0.044226227152450656,-0.008747110170796818,-0.045183434887646416,0.5307262569832403,716,0.044226227152450656
macd_signal,0.007503670406145298,0.037092319597598025,-0.007224067584224932,-0.034526521940414674,0.5101156069364162,692,0.037092319597598025
macd_hist,-0.0056450363195127765,-0.03323146016715954,-0.009915853336289531,-0.05346037035517439,0.5,692,0.03323146016715954
ma5_bias,0.005668348538204317,0.03208622583523877,-0.004018556486690299,-0.022427253702293242,0.5228848821081831,721,0.03208622583523877
macd_adx_cross,-0.005403127392145853,-0.03160908195488347,-0.010200309667080621,-0.05512266679009623,0.5101156069364162,692,0.03160908195488347
macd_dif,0.006134412701675709,0.03073721829937445,-0.009052539298970094,-0.04323704824362796,0.5274566473988439,692,0.03073721829937445
vol_change_20d,0.003864183037548416,0.029687900330930186,-0.00279936036903926,-0.021359386128808822,0.5007299270072992,685,0.029687900330930186
vol_ratio_mom_cross,0.0055116373527637555,0.028204046228223065,-0.01242327343226898,-0.06474201403074552,0.5370629370629371,715,0.028204046228223065
momentum_10d,0.005509543743421221,0.027598187101235613,-0.013553703539620827,-0.0702158030114233,0.5328671328671328,715,0.027598187101235613
ret_10d,0.00550954374342122,0.02759818710123561,-0.013553703539620827,-0.0702158030114233,0.5328671328671328,715,0.02759818710123561
ret_3d,0.004548660955164937,0.026041857942851715,-0.005915425965395103,-0.03378191529027415,0.5373961218836565,722,0.026041857942851715
mom_vol_cross,0.005653381886683322,0.025425305308799516,-0.013834317570550293,-0.06712486521622105,0.5205673758865248,705,0.025425305308799516
vol_mom_accel_cross,0.004559810576880573,0.024274551275001003,0.0009532708732253035,0.005129401815588645,0.5177304964539007,705,0.024274551275001003
vol_ratio_10d,0.0029231806592506333,0.023610030802627878,-0.005054320004906384,-0.041340941980008906,0.49022346368715086,716,0.023610030802627878
body_ratio,-0.002532815804899819,-0.023342387841603533,-0.0025864737906790792,-0.022618787217004197,0.4979310344827586,725,0.023342387841603533
momentum_60d,0.005498023134229478,0.023187822109858012,-0.0169775554096233,-0.07407256743372989,0.4932330827067669,665,0.023187822109858012
ma60_bias,0.005278133962718716,0.02271707284255221,-0.015878150259415365,-0.07066185392013424,0.53003003003003,666,0.02271707284255221
momentum_accel_10d,0.0039783988836107455,0.021319858505410003,6.846219386973715e-05,0.00036833704776970594,0.5219858156028369,705,0.021319858505410003
vol_change_10d,0.0023100561599271718,0.018734337275128302,-0.005626868156024221,-0.04416613186728626,0.4921985815602837,705,0.018734337275128302
ret_1d,0.002996578215017836,0.015908969886111568,-0.003266943261373212,-0.017397798793232902,0.5290055248618785,724,0.015908969886111568
new_low_20d,0.0010511245788703723,0.01023936924970283,0.005181732955159523,0.045718426827023484,0.4771048744460857,677,0.01023936924970283
momentum_slope_20d,0.0018517852235818296,0.010193863217686118,-0.007239173919392251,-0.041284791056319124,0.5021582733812949,695,0.010193863217686118
momentum_accel_20d,0.001526920706865434,0.008952035324188508,-0.007921863106446781,-0.048170692255360734,0.5094890510948905,685,0.008952035324188508
price_volume_corr_10d,0.0007047939479725499,0.005372658341060665,-0.014348163827369233,-0.099180087022314,0.5153631284916201,716,0.005372658341060665
momentum_slope_10d,0.0006901743167295886,0.0037036556414698375,-0.008948083456897397,-0.048117571506241165,0.5028169014084507,710,0.0037036556414698375
vol_ratio_5d,-8.200037492788763e-05,-0.0006889321161030191,-0.003371812340898245,-0.027960843700646738,0.4798890429958391,721,0.0006889321161030191
